StateName,RegionName,Year,Value
DE,Northeast,AVG_2019,0.24249864429166668
DE,Northeast,AVG_2020,0.22126923204166665
DE,Northeast,AVG_2021,0.229715916375
DE,Northeast,AVG_2022,0.30806582754166667
DE,Northeast,AVG_2023,0.352337212125
DE,Northeast,AVG_2024,0.395533148
FL,Southeast,AVG_2015,0.24526055844318181
FL,Southeast,AVG_2016,0.24945321840530305
FL,Southeast,AVG_2017,0.2620458930340909
FL,Southeast,AVG_2018,0.2757879513825758
FL,Southeast,AVG_2019,0.26086600359469697
FL,Southeast,AVG_2020,0.2476115965757576
FL,Southeast,AVG_2021,0.26390890968939396
FL,Southeast,AVG_2022,0.3694792153409091
FL,Southeast,AVG_2023,0.41290233877272725
FL,Southeast,AVG_2024,0.42477932654166667
GA,Southeast,AVG_2015,0.19667929491666666
GA,Southeast,AVG_2016,0.19235206891666667
GA,Southeast,AVG_2017,0.19757268442857143
GA,Southeast,AVG_2018,0.2082273915595238
GA,Southeast,AVG_2019,0.2019363788690476
GA,Southeast,AVG_2020,0.1919239343095238
GA,Southeast,AVG_2021,0.20156996645833333
GA,Southeast,AVG_2022,0.2654940921190476
GA,Southeast,AVG_2023,0.2954388747202381
GA,Southeast,AVG_2024,0.3091014676111111
HI,Pacific,AVG_2015,0.4306333155
HI,Pacific,AVG_2016,0.425363821625
HI,Pacific,AVG_2017,0.46196617079166663
HI,Pacific,AVG_2018,0.4948258168333333
HI,Pacific,AVG_2019,0.47789845341666665
HI,Pacific,AVG_2020,0.45350525225000005
HI,Pacific,AVG_2021,0.47589043025
HI,Pacific,AVG_2022,0.6585533907500001
HI,Pacific,AVG_2023,0.723694764625
HI,Pacific,AVG_2024,0.6051216596666666
IA,Midwest,AVG_2015,0.19253255497619048
IA,Midwest,AVG_2016,0.19044288413095237
IA,Midwest,AVG_2017,0.19607406383333334
IA,Midwest,AVG_2018,0.20368611016666666
IA,Midwest,AVG_2019,0.1978748306547619
IA,Midwest,AVG_2020,0.18594543619047618
IA,Midwest,AVG_2021,0.1868002118095238
IA,Midwest,AVG_2022,0.23653978345238097
IA,Midwest,AVG_2023,0.2714273129642857
IA,Midwest,AVG_2024,NA
ID,West,AVG_2015,0.2177952146527778
ID,West,AVG_2016,0.2161416587222222
ID,West,AVG_2017,0.23335622293055555
ID,West,AVG_2018,0.25343895806944444
ID,West,AVG_2019,0.25084189493055553
ID,West,AVG_2020,0.24668613530555555
ID,West,AVG_2021,0.2875165591527778
ID,West,AVG_2022,0.39004552819444444
ID,West,AVG_2023,0.4095795251527778
ID,West,AVG_2024,0.4035505205
IL,Midwest,AVG_2015,0.18289833575757575
IL,Midwest,AVG_2016,0.18603026662037037
IL,Midwest,AVG_2017,0.18536618008333333
IL,Midwest,AVG_2018,0.196222350775
IL,Midwest,AVG_2019,0.18570585529166667
IL,Midwest,AVG_2020,0.17027192765151516
IL,Midwest,AVG_2021,0.1725380586969697
IL,Midwest,AVG_2022,0.21085352370454546
IL,Midwest,AVG_2023,0.23599240331818183
IL,Midwest,AVG_2024,NA
IN,Midwest,AVG_2015,0.2709065781666667
IN,Midwest,AVG_2016,0.15490249629166666
IN,Midwest,AVG_2017,0.16144615225694445
IN,Midwest,AVG_2018,0.17400899028472222
IN,Midwest,AVG_2019,0.16857065510416666
IN,Midwest,AVG_2020,0.16193094360416666
IN,Midwest,AVG_2021,0.17301410316666666
IN,Midwest,AVG_2022,0.2266985067361111
IN,Midwest,AVG_2023,0.26143870795833335
IN,Midwest,AVG_2024,0.24643265591666666
KS,Midwest,AVG_2015,0.18284446941666666
KS,Midwest,AVG_2016,0.19081104583333333
KS,Midwest,AVG_2017,0.20338377489583334
KS,Midwest,AVG_2018,0.21997669108333334
KS,Midwest,AVG_2019,0.209176871
KS,Midwest,AVG_2020,0.18993960377777777
KS,Midwest,AVG_2021,0.20109183077777779
KS,Midwest,AVG_2022,0.2685410471458333
KS,Midwest,AVG_2023,0.30477808427083336
KS,Midwest,AVG_2024,NA
KY,Southeast,AVG_2015,0.17362846443333332
KY,Southeast,AVG_2016,0.17089113691666666
KY,Southeast,AVG_2017,0.18143206428333333
KY,Southeast,AVG_2018,0.19467368225
KY,Southeast,AVG_2019,0.18894518525
KY,Southeast,AVG_2020,0.1780440426
KY,Southeast,AVG_2021,0.19299264175
KY,Southeast,AVG_2022,0.2485614105
KY,Southeast,AVG_2023,0.29426431658333335
KY,Southeast,AVG_2024,0.32140832608333336
LA,South,AVG_2015,0.23224787904166666
LA,South,AVG_2016,0.23433124147979797
LA,South,AVG_2017,0.2366669597222222
LA,South,AVG_2018,0.24212352944444443
LA,South,AVG_2019,0.2272730760925926
LA,South,AVG_2020,0.21328033161111112
LA,South,AVG_2021,0.21002835235185185
LA,South,AVG_2022,0.25626500021296295
LA,South,AVG_2023,0.2786996970833333
LA,South,AVG_2024,0.23625306229166665
MA,Northeast,AVG_2015,0.28827160213333336
MA,Northeast,AVG_2016,0.28549668625
MA,Northeast,AVG_2017,0.2975401469833333
MA,Northeast,AVG_2018,0.3128462860833333
MA,Northeast,AVG_2019,0.2965310288833333
MA,Northeast,AVG_2020,0.2794500790666667
MA,Northeast,AVG_2021,0.29709750375
MA,Northeast,AVG_2022,0.38377684133333334
MA,Northeast,AVG_2023,0.43336535181666663
MA,Northeast,AVG_2024,0.44669994826666665
MD,Northeast,AVG_2015,0.20491925433333333
MD,Northeast,AVG_2016,0.19848874647916667
MD,Northeast,AVG_2017,0.20181364560416665
MD,Northeast,AVG_2018,0.2110177421875
MD,Northeast,AVG_2019,0.19865568208333334
MD,Northeast,AVG_2020,0.187483076125
MD,Northeast,AVG_2021,0.19499960304166666
MD,Northeast,AVG_2022,0.2497037035625
MD,Northeast,AVG_2023,0.280896870875
MD,Northeast,AVG_2024,0.2841624159791667
ME,Northeast,AVG_2015,0.23511624847222223
ME,Northeast,AVG_2016,0.2304461047777778
ME,Northeast,AVG_2017,0.2437266922777778
ME,Northeast,AVG_2018,0.2557376871388889
ME,Northeast,AVG_2019,0.2459593324722222
ME,Northeast,AVG_2020,0.23344787530555555
ME,Northeast,AVG_2021,0.24967758758333333
ME,Northeast,AVG_2022,0.3229153598333333
ME,Northeast,AVG_2023,0.3645540145833333
ME,Northeast,AVG_2024,0.37283729755555556
MI,Midwest,AVG_2015,0.17378939814102565
MI,Midwest,AVG_2016,0.17502289958333334
MI,Midwest,AVG_2017,0.18059381489880952
MI,Midwest,AVG_2018,0.18999459372619049
MI,Midwest,AVG_2019,0.19158692866666668
MI,Midwest,AVG_2020,0.18181198396969697
MI,Midwest,AVG_2021,0.17964301792592594
MI,Midwest,AVG_2022,0.23554997471666667
MI,Midwest,AVG_2023,0.2466368323425926
MI,Midwest,AVG_2024,0.28129267106060607
MN,Midwest,AVG_2015,0.20128851188888888
MN,Midwest,AVG_2016,0.20786774447222223
MN,Midwest,AVG_2017,0.21967783738888888
MN,Midwest,AVG_2018,0.22868410818055557
MN,Midwest,AVG_2019,0.2182483746111111
MN,Midwest,AVG_2020,0.20651992516666667
MN,Midwest,AVG_2021,0.21438734583333333
MN,Midwest,AVG_2022,0.27125193380555557
MN,Midwest,AVG_2023,0.3027129345
MN,Midwest,AVG_2024,0.29937216240277775
MO,Midwest,AVG_2015,0.18142474730208333
MO,Midwest,AVG_2016,0.1846111502142857
MO,Midwest,AVG_2017,0.19034594752083334
MO,Midwest,AVG_2018,0.20231802321875
MO,Midwest,AVG_2019,0.19943340259722223
MO,Midwest,AVG_2020,0.18429959602083335
MO,Midwest,AVG_2021,0.19198541442708333
MO,Midwest,AVG_2022,0.2470019994375
MO,Midwest,AVG_2023,0.27609753653125
MO,Midwest,AVG_2024,0.26622852108333334
MS,South,AVG_2015,0.1902702319722222
MS,South,AVG_2016,0.1917099827777778
MS,South,AVG_2017,0.19314214041666666
MS,South,AVG_2018,0.202498759
MS,South,AVG_2019,0.19552372875000001
MS,South,AVG_2020,0.18429544947222223
MS,South,AVG_2021,0.18981797922222224
MS,South,AVG_2022,0.24291339513888888
MS,South,AVG_2023,0.2725206548888889
MS,South,AVG_2024,NA
MT,West,AVG_2015,0.289916672
MT,West,AVG_2016,0.29437164208333333
MT,West,AVG_2017,0.2905449424166667
MT,West,AVG_2018,0.30319367447222223
MT,West,AVG_2019,0.2870196505
MT,West,AVG_2020,0.26835711375
MT,West,AVG_2021,0.2896244478611111
MT,West,AVG_2022,0.39258992094444445
MT,West,AVG_2023,0.44501072975
MT,West,AVG_2024,NA
NC,Southeast,AVG_2015,0.2086644202202381
NC,Southeast,AVG_2016,0.20447987682929292
NC,Southeast,AVG_2017,0.21052639213888888
NC,Southeast,AVG_2018,0.22323221280555555
NC,Southeast,AVG_2019,0.21333967483333333
NC,Southeast,AVG_2020,0.20010675842222223
NC,Southeast,AVG_2021,0.21278946732738094
NC,Southeast,AVG_2022,0.28278542388333333
NC,Southeast,AVG_2023,0.32017583828333335
NC,Southeast,AVG_2024,0.32935749874166664
ND,Midwest,AVG_2015,0.2505358442916667
ND,Midwest,AVG_2016,0.24559605358333333
ND,Midwest,AVG_2017,0.243859380125
ND,Midwest,AVG_2018,0.25799989104166665
ND,Midwest,AVG_2019,0.248575391125
ND,Midwest,AVG_2020,0.240748732875
ND,Midwest,AVG_2021,0.2383764647916667
ND,Midwest,AVG_2022,0.29687302004166666
ND,Midwest,AVG_2023,0.32845104687500004
ND,Midwest,AVG_2024,NA
NE,Midwest,AVG_2015,0.20039158075
NE,Midwest,AVG_2016,0.19708243227777777
NE,Midwest,AVG_2017,0.20741212875
NE,Midwest,AVG_2018,0.22729296147222222
NE,Midwest,AVG_2019,0.22572071454166667
NE,Midwest,AVG_2020,0.21316389344444445
NE,Midwest,AVG_2021,0.2233619221388889
NE,Midwest,AVG_2022,0.27939217930555554
NE,Midwest,AVG_2023,0.30808843025
NE,Midwest,AVG_2024,NA
NH,Northeast,AVG_2015,0.23630477116666665
NH,Northeast,AVG_2016,0.23612882475
NH,Northeast,AVG_2017,0.248678274
NH,Northeast,AVG_2018,0.2650781345
NH,Northeast,AVG_2019,0.26234124125
NH,Northeast,AVG_2020,0.24856817291666666
NH,Northeast,AVG_2021,0.2610542846666667
NH,Northeast,AVG_2022,0.320533702
NH,Northeast,AVG_2023,0.35955977841666664
NH,Northeast,AVG_2024,NA
NJ,Northeast,AVG_2015,0.3031813902916667
NJ,Northeast,AVG_2016,0.29249557827083333
NJ,Northeast,AVG_2017,0.29408304802083335
NJ,Northeast,AVG_2018,0.30196616020833333
NJ,Northeast,AVG_2019,0.2876256917291667
NJ,Northeast,AVG_2020,0.27737869025
NJ,Northeast,AVG_2021,0.2858244007083333
NJ,Northeast,AVG_2022,0.36621646247916667
NJ,Northeast,AVG_2023,0.4150222372083333
NJ,Northeast,AVG_2024,0.38173176433333333
NM,West,AVG_2015,0.48587012739583335
NM,West,AVG_2016,0.24850186962499998
NM,West,AVG_2017,0.26440593529166667
NM,West,AVG_2018,0.2912942393611111
NM,West,AVG_2019,0.28333155675
NM,West,AVG_2020,0.26005530902083335
NM,West,AVG_2021,0.2711318216875
NM,West,AVG_2022,0.349437331
NM,West,AVG_2023,0.38645927539583336
NM,West,AVG_2024,NA
NV,West,AVG_2015,0.2532283881388889
NV,West,AVG_2016,0.26222076544444445
NV,West,AVG_2017,0.2808695182222222
NV,West,AVG_2018,0.3123178394444444
NV,West,AVG_2019,0.30422866769444445
NV,West,AVG_2020,0.27944309133333334
NV,West,AVG_2021,0.31377702725
NV,West,AVG_2022,0.41957830719444444
NV,West,AVG_2023,0.43386886916666667
NV,West,AVG_2024,0.4425120664166667
NY,Northeast,AVG_2015,0.23672924041666668
NY,Northeast,AVG_2016,0.2223073271547619
NY,Northeast,AVG_2017,0.2375123701527778
NY,Northeast,AVG_2018,0.23772711302777777
NY,Northeast,AVG_2019,0.4419704486666667
NY,Northeast,AVG_2020,0.41951527683333334
NY,Northeast,AVG_2021,0.31602091169444446
NY,Northeast,AVG_2022,0.5234531749166667
NY,Northeast,AVG_2023,0.4142064076666667
NY,Northeast,AVG_2024,0.578634727
OH,Midwest,AVG_2015,0.16096940621153846
OH,Midwest,AVG_2016,0.15977079049358975
OH,Midwest,AVG_2017,0.16530503822435896
OH,Midwest,AVG_2018,0.1741042999679487
OH,Midwest,AVG_2019,0.1676156293525641
OH,Midwest,AVG_2020,0.16244441408333332
OH,Midwest,AVG_2021,0.1718062194551282
OH,Midwest,AVG_2022,0.21172717587820514
OH,Midwest,AVG_2023,0.23632426742948717
OH,Midwest,AVG_2024,0.2125713357
OK,South,AVG_2015,0.16961854189583334
OK,South,AVG_2016,4.073084188645833
OK,South,AVG_2017,0.17233900102083333
OK,South,AVG_2018,0.18384185555555557
OK,South,AVG_2019,0.16675863641666666
OK,South,AVG_2020,0.16080803383333334
OK,South,AVG_2021,0.16953372122916666
OK,South,AVG_2022,0.21442400770833334
OK,South,AVG_2023,0.23759784039583332
OK,South,AVG_2024,0.3130482625
OR,West,AVG_2015,0.30811595534374997
OR,West,AVG_2016,0.31192529196875
OR,West,AVG_2017,0.33377664516666666
OR,West,AVG_2018,0.3540701076041667
OR,West,AVG_2019,0.3383179840416667
OR,West,AVG_2020,0.3169036067857143
OR,West,AVG_2021,0.35049440407291665
OR,West,AVG_2022,0.44557004263541666
OR,West,AVG_2023,0.4723596429270833
OR,West,AVG_2024,0.4403793899166667
PA,Northeast,AVG_2015,0.1997162888039216
PA,Northeast,AVG_2016,0.18663303477604168
PA,Northeast,AVG_2017,0.199451218265625
PA,Northeast,AVG_2018,0.2141582134398148
PA,Northeast,AVG_2019,0.20026483911111112
PA,Northeast,AVG_2020,0.19272946271296296
PA,Northeast,AVG_2021,0.20368941404166666
PA,Northeast,AVG_2022,0.2561938510648148
PA,Northeast,AVG_2023,0.2871294124509804
PA,Northeast,AVG_2024,0.30198948206410253
RI,Northeast,AVG_2015,0.29660102875
RI,Northeast,AVG_2016,0.2848613315
RI,Northeast,AVG_2017,0.2988306686666667
RI,Northeast,AVG_2018,0.3127043153333333
RI,Northeast,AVG_2019,0.29800414016666665
RI,Northeast,AVG_2020,0.2849399115
RI,Northeast,AVG_2021,0.30222473175
RI,Northeast,AVG_2022,0.3829397934166667
RI,Northeast,AVG_2023,0.42967049533333335
RI,Northeast,AVG_2024,0.444127037
SC,Southeast,AVG_2015,0.20806497954166667
SC,Southeast,AVG_2016,0.20680061295833332
SC,Southeast,AVG_2017,0.21349749586458333
SC,Southeast,AVG_2018,0.22195060423958335
SC,Southeast,AVG_2019,0.21504337302380952
SC,Southeast,AVG_2020,0.19498430927777777
SC,Southeast,AVG_2021,0.21512721845238095
SC,Southeast,AVG_2022,0.2917636634285714
SC,Southeast,AVG_2023,0.326365815625
SC,Southeast,AVG_2024,0.3471516081111111
SD,Midwest,AVG_2015,0.22832115345833331
SD,Midwest,AVG_2016,0.22601318229166667
SD,Midwest,AVG_2017,0.23544111083333336
SD,Midwest,AVG_2018,0.249490607875
SD,Midwest,AVG_2019,0.24005564616666666
SD,Midwest,AVG_2020,0.22744157566666667
SD,Midwest,AVG_2021,0.232723820125
SD,Midwest,AVG_2022,0.3103113070833333
SD,Midwest,AVG_2023,0.34371050062499997
SD,Midwest,AVG_2024,NA
TN,Southeast,AVG_2015,0.19796705601666667
TN,Southeast,AVG_2016,0.19570596880833332
TN,Southeast,AVG_2017,0.20481717803333332
TN,Southeast,AVG_2018,0.21529752380833334
TN,Southeast,AVG_2019,0.20615494520833333
TN,Southeast,AVG_2020,0.1994514823
TN,Southeast,AVG_2021,0.20887147548333332
TN,Southeast,AVG_2022,0.281641676625
TN,Southeast,AVG_2023,0.320757854825
TN,Southeast,AVG_2024,NA
TX,South,AVG_2015,0.21977171765625
TX,South,AVG_2016,0.22044552108818183
TX,South,AVG_2017,0.23045132576
TX,South,AVG_2018,0.23933663885416667
TX,South,AVG_2019,0.31262548681333335
TX,South,AVG_2020,0.2147965904047619
TX,South,AVG_2021,0.22664433859027777
TX,South,AVG_2022,0.28931960557333336
TX,South,AVG_2023,0.30913354819333333
TX,South,AVG_2024,0.3094547184285714
US,National,AVG_2015,0.227099519
US,National,AVG_2016,0.227910028
US,National,AVG_2017,0.23676442233333334
US,National,AVG_2018,0.25459935725
US,National,AVG_2019,0.23831164216666667
US,National,AVG_2020,0.22846493875
US,National,AVG_2021,0.24466144991666666
US,National,AVG_2022,0.3177801315
US,National,AVG_2023,0.3538222984166667
US,National,AVG_2024,0.35748144991666664
UT,West,AVG_2015,0.22534730983333331
UT,West,AVG_2016,0.23100313903333333
UT,West,AVG_2017,0.24790904095
UT,West,AVG_2018,0.27178366291666667
UT,West,AVG_2019,0.2625107666666667
UT,West,AVG_2020,0.25386546758333334
UT,West,AVG_2021,0.28675039826666665
UT,West,AVG_2022,0.3929814282833333
UT,West,AVG_2023,0.4071329619333333
UT,West,AVG_2024,NA
VA,Southeast,AVG_2015,0.2216903267
VA,Southeast,AVG_2016,0.21677268226666666
VA,Southeast,AVG_2017,0.22337074175
VA,Southeast,AVG_2018,0.23642440271666668
VA,Southeast,AVG_2019,0.22453865225833333
VA,Southeast,AVG_2020,0.21422526045
VA,Southeast,AVG_2021,0.22408539769166666
VA,Southeast,AVG_2022,0.28902065360833334
VA,Southeast,AVG_2023,0.326034539925
VA,Southeast,AVG_2024,0.33155126123333334
VT,Northeast,AVG_2015,0.2842102470833333
VT,Northeast,AVG_2016,0.28163941
VT,Northeast,AVG_2017,0.3168983720833333
VT,Northeast,AVG_2018,NA
VT,Northeast,AVG_2019,0.290986955
VT,Northeast,AVG_2020,NA
VT,Northeast,AVG_2021,NA
VT,Northeast,AVG_2022,NA
VT,Northeast,AVG_2023,0.4042706960833333
VT,Northeast,AVG_2024,NA
WA,West,AVG_2015,0.259174711825
WA,West,AVG_2016,0.2629397926515151
WA,West,AVG_2017,0.28248844499242426
WA,West,AVG_2018,0.3065902145227273
WA,West,AVG_2019,0.29239087244166667
WA,West,AVG_2020,0.29282173201666667
WA,West,AVG_2021,0.31139938795454547
WA,West,AVG_2022,0.41173312187878786
WA,West,AVG_2023,0.4447937585681818
WA,West,AVG_2024,NA
WI,Midwest,AVG_2015,0.20439068975694444
WI,Midwest,AVG_2016,0.20489976863194445
WI,Midwest,AVG_2017,0.21190482247222223
WI,Midwest,AVG_2018,0.22141429503030302
WI,Midwest,AVG_2019,0.21914556187121212
WI,Midwest,AVG_2020,0.20905197551388888
WI,Midwest,AVG_2021,0.21610084039583333
WI,Midwest,AVG_2022,0.2685922878611111
WI,Midwest,AVG_2023,0.30887236368055554
WI,Midwest,AVG_2024,NA
WV,Southeast,AVG_2015,0.163919392875
WV,Southeast,AVG_2016,0.16094355527083332
WV,Southeast,AVG_2017,0.16409317281250002
WV,Southeast,AVG_2018,0.1706909505625
WV,Southeast,AVG_2019,0.16010864225
WV,Southeast,AVG_2020,NA
WV,Southeast,AVG_2021,0.13503937891666667
WV,Southeast,AVG_2022,0.1915503162916667
WV,Southeast,AVG_2023,0.2194231075
WV,Southeast,AVG_2024,0.2241672083125
WY,West,AVG_2015,0.23621442979166668
WY,West,AVG_2016,0.24997177516666666
WY,West,AVG_2017,0.23266489475000002
WY,West,AVG_2018,0.23961465850000002
WY,West,AVG_2019,0.231482309
WY,West,AVG_2020,0.23226675654166667
WY,West,AVG_2021,0.24047076383333335
WY,West,AVG_2022,0.30211513029166664
WY,West,AVG_2023,0.33618112116666665
WY,West,AVG_2024,NA
